 Department of Commerce ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Export Import Data Bank ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Export :: Country-wise ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 S.No. , Country ,2008-2009, %Share ,2009-2010, %Share , 2010-2011 , %Share , 2011-2012 , %Share , 2012-2013 , %Share , 2013-2014 , %Share , 2014-2015 , %Share , 2015-2016 , %Share , 2016-2017 , %Share , 2017-2018 , %Share , 2018-2019 , %Share , 2019-2020 , %Share , 2020-2021 , %Share , 2021-2022 , %Share , 2022-2023 , %Share , 2023-2024 , %Share , 2024-2025 , %Share 
 120 , LIBYA ,59829.60, 0 ,105495.91, 0 , 75 , 0 ," 30,207 ", 0 ," 117,077 ", 0 ," 173,360 ", 0 ," 126,502 ", 0 ," 87,403 ", 0 , 495 , 0 ," 1,798 ", 0 ," 89,051 ", 0 ," 78,550 ", 0 ," 9,326 ", 0 ," 10,856 ", 0 ," 284,908 ", 0 ," 260,445 ", 0 ," 9,158 ", 0 
 121 , LIECHTENSTEIN ,2109.99, 0 ,27.37, -   ," 37,921 ", 0 , 65 , -   , 149 , 0 , 194 , 0 ," 99,870 ", 0 ," 80,122 ", 0 ," 64,368 ", 0 ," 66,939 ", 0 ," 20,912 ", 0 ," 14,438 ", 0 ," 6,696 ", 0 ," 8,938 ", 0 ," 33,486 ", 0 ," 32,807 ", 0 , 374 , 0 
 122 , LITHUANIA ,27293.60, 0 ,31131.95, 0 ," 8,563 ", 0 ," 65,749 ", 0 ," 80,254 ", 0 ," 63,495 ", 0 , 118 , 0 , 546 , 0 ," 7,702 ", 0 ," 7,343 ", 0 , 729 , 0 ," 4,498 ", 0 ," 17,150 ", 0 ," 22,792 ", 0 ," 3,521 ", 0 , 795 , 0 ," 4,632 ", 0 
 123 , LUXEMBOURG ,5138.89, 0 ,2250.22, 0 , 654 , 0 ," 4,317 ", 0 ," 4,465 ", 0 ," 7,048 ", 0 ," 63,100 ", 0 ," 57,862 ", 0 ," 1,015 ", 0 ," 8,945 ", 0 ," 13,681 ", 0 ," 16,022 ", 0 ," 240,657 ", 0 ," 262,010 ", 0 ," 22,488 ", 0 ," 30,339 ", 0 ," 31,808 ", 0 
 124 , MACAO ,2580.30, 0 ,19367.34, 0 ," 3,799 ", 0 , 731 , 0 , 525 , 0 , 989 , 0 ," 5,886 ", 0 ," 5,290 ", 0 ," 9,986 ", 0 ," 11,206 ", 0 ," 138,350 ", 0 ," 213,387 ", 0 ," 112,064 ", 0 ," 112,158 ", 0 ," 425,495 ", 0 ," 191,866 ", 0 ," 16,134 ", 0 
 125 , MACEDONIA ,4755.99, 0 ,3299.50, 0 ," 36,047 ", 0 ," 4,257 ", 0 ," 4,956 ", 0 ," 6,497 ", 0 ," 1,465 ", 0 ," 1,292 ", 0 ," 142,837 ", 0 ," 146,907 ", 0 ," 141,795 ", 0 ," 130,729 ", 0 ," 4,497,079 ", 2 ," 5,212,357 ", 2 ," 92,276 ", 0 ," 72,217 ", 0 ," 1,325,751 ", 2 
 126 , MADAGASCAR ,111534.40, 0 ,41092.14, 0 ," 46,286 ", 0 ," 59,760 ", 0 ," 83,937 ", 0 ," 145,634 ", 0 ," 8,889 ", 0 ," 8,419 ", 0 ," 119,524 ", 0 ," 128,650 ", 0 ," 4,510,372 ", 2 ," 4,510,642 ", 2 ," 145,156 ", 0 ," 498,289 ", 0 ," 5,726,517 ", 2 ," 6,016,559 ", 2 ," 79,822 ", 0 
 127 , MALAWI ,40906.58, 0 ,38696.72, 0 ," 1,767,721 ", 2 ," 70,816 ", 0 ," 83,363 ", 0 ," 134,332 ", 0 ," 102,095 ", 0 ," 128,421 ", 0 ," 3,504,936 ", 2 ," 3,673,821 ", 2 ," 155,689 ", 0 ," 160,809 ", 0 ," 138,270 ", 0 ," 154,598 ", 0 ," 383,517 ", 0 ," 738,770 ", 0 ," 16,697 ", 0 
 128 , MALAYSIA ,1578036.20, 2 ,1350392.32, 2 ," 45,554 ", 0 ," 1,910,321 ", 1 ," 2,414,351 ", 1 ," 2,541,361 ", 1 ," 130,661 ", 0 ," 115,362 ", 0 ," 132,520 ", 0 ," 139,866 ", 0 ," 91,519 ", 0 ," 103,778 ", 0 ," 237,158 ", 0 ," 356,892 ", 0 ," 106,629 ", 0 ," 99,089 ", 0 ," 36,133 ", 0 
 129 , MALDIVES ,59028.43, 0 ,37849.50, 0 ," 29,610 ", 0 ," 59,779 ", 0 ," 66,610 ", 0 ," 64,299 ", 0 ," 3,561,411 ", 2 ," 2,415,933 ", 1 ," 72,287 ", 0 ," 79,644 ", 0 ," 160,644 ", 0 ," 147,351 ", 0 , 458 , 0 , 777 , 0 ," 248,132 ", 0 ," 411,447 ", 0 , 89 , 0 
 130 , MALI ,17907.49, 0 ,19962.95, 0 ," 341,332 ", 0 ," 47,499 ", 0 ," 42,776 ", 0 ," 65,863 ", 0 ," 93,315 ", 0 ," 117,112 ", 0 ," 92,233 ", 0 ," 126,241 ", 0 , 225 , 0 ," 23,135 ", 0 ," 3,149 ", 0 ," 4,660 ", 0 , 384 , 0 ," 1,816 ", 0 , 505 , 0 
 131 , MALTA ,48608.92, 0 ,331357.88, 0 , 89 , 0 ," 409,211 ", 0 ," 216,176 ", 0 ," 102,831 ", 0 ," 81,967 ", 0 ," 70,780 ", 0 , 96 , 0 ," 9,013 ", 0 ," 2,502 ", 0 ," 2,686 ", 0 ," 65,640 ", 0 ," 72,257 ", 0 ," 4,132 ", 0 ," 3,803 ", 0 ," 17,850 ", 0 
 132 , MARSHALL ISLAND ,49.56, 0 ,30.97, -   ," 2,208 ", 0 , 239 , 0 , 49 , -   , 705 , 0 ," 201,788 ", 0 ," 211,728 ", 0 ," 2,767 ", 0 ," 2,854 ", 0 ," 80,501 ", 0 ," 59,594 ", 0 ," 312,516 ", 0 ," 532,593 ", 0 ," 118,109 ", 0 ," 79,808 ", 0 ," 151,204 ", 0 
 133 , MARTINIQUE ,19097.74, 0 ,2621.93, 0 ," 15,254 ", 0 ," 3,042 ", 0 ," 3,199 ", 0 ," 4,660 ", 0 , 76 , -   ," 66,973 ", 0 ," 44,226 ", 0 ," 53,675 ", 0 ," 809,097 ", 0 ," 466,352 ", 0 ," 4,176 ", 0 ," 2,592 ", 0 ," 372,009 ", 0 ," 645,386 ", 0 , 812 , 0 
 134 , MAURITANIA ,16367.53, 0 ,14470.53, 0 ," 386,061 ", 0 ," 22,417 ", 0 ," 22,766 ", 0 ," 35,084 ", 0 ," 3,754 ", 0 ," 2,943 ", 0 ," 591,974 ", 0 ," 694,661 ", 0 ," 1,961 ", 0 ," 2,222 ", 0 ," 2,282,894 ", 1 ," 3,298,130 ", 1 ," 4,511 ", 0 ," 6,271 ", 0 ," 833,789 ", 1 
 135 , MAURITIUS ,439831.09, 1 ,213621.61, 0 ," 415,449 ", 0 ," 676,908 ", 0 ," 713,662 ", 0 ," 607,739 ", 0 ," 36,038 ", 0 ," 38,246 ", 0 , 116 , 0 , 48 , -   ," 2,678,626 ", 1 ," 2,565,261 ", 1 , 531 , 0 , 458 , 0 ," 4,169,332 ", 1 ," 4,408,459 ", 1 , 68 , 0 
 136 , MEXICO ,301051.91, 0 ,281108.28, 0 , 294 , 0 ," 657,845 ", 0 ," 886,220 ", 1 ," 1,357,128 ", 1 ," 1,164,923 ", 1 ," 557,219 ", 0 ," 2,320,559 ", 1 ," 2,438,432 ", 1 , 236 , 0 , 373 , 0 ," 8,564 ", 0 ," 6,738 ", 0 , 475 , 0 , 513 , 0 ," 1,633 ", 0 
 137 , MICRONESIA ,41.97, -   ,77.98, 0 ," 3,429 ", 0 , 96 , 0 , 102 , 0 , 337 , 0 ," 1,752,717 ", 1 ," 1,879,337 ", 1 , 94 , 0 , 192 , 0 ," 6,036 ", 0 ," 6,150 ", 0 ," 1,413 ", 0 ," 2,667 ", 0 ," 9,647 ", 0 ," 10,357 ", 0 , 466 , 0 
 138 , MOLDOVA ,3065.25, 0 ,3094.92, 0 , 477 , 0 ," 3,575 ", 0 ," 4,855 ", 0 ," 6,358 ", 0 , 141 , 0 , 234 , 0 ," 4,500 ", 0 ," 4,604 ", 0 ," 1,766 ", 0 ," 1,393 ", 0 ," 13,996 ", 0 ," 19,358 ", 0 ," 2,218 ", 0 ," 1,954 ", 0 ," 4,647 ", 0 
 139 , MONACO ,158.76, 0 ,193.69, 0 ," 9,417 ", 0 , 252 , 0 , 408 , 0 , 186 , 0 ," 5,373 ", 0 ," 5,100 ", 0 ," 1,027 ", 0 ," 1,253 ", 0 ," 15,801 ", 0 ," 11,524 ", 0 ," 14,811 ", 0 ," 16,212 ", 0 ," 27,322 ", 0 ," 27,452 ", 0 ," 24,931 ", 0 
 140 , MONGOLIA ,7059.86, 0 ,3714.76, 0 , 238 , 0 ," 16,988 ", 0 ," 13,005 ", 0 ," 9,046 ", 0 , 533 , 0 , 683 , 0 ," 6,552 ", 0 ," 13,206 ", 0 ," 27,060 ", 0 ," 14,171 ", 0 , 49 , -   , 62 , -   ," 22,906 ", 0 ," 28,905 ", 0 , 17 , -   
 141 , MONTSERRAT ,93.28, 0 ,60.70, 0 ," 144,923 ", 0 , 126 , 0 ,,," 18,365 ", 0 ," 4,831 ", 0 ," 5,487 ", 0 ," 24,356 ", 0 ," 33,250 ", 0 , 42 , -   , 42 , -   ," 375,137 ", 0 ," 719,770 ", 0 , 119 , -   , 101 , -   ," 115,109 ", 0 
 142 , MOROCCO ,110544.19, 0 ,118656.44, 0 ," 275,884 ", 0 ," 178,912 ", 0 , 21 , -   , 43 , -   ," 25,809 ", 0 ," 17,211 ", 0 , 413 , 0 , 15 , -   ," 475,220 ", 0 ," 566,207 ", 0 ," 911,437 ", 0 ," 1,473,226 ", 0 ," 842,705 ", 0 ," 855,028 ", 0 ," 196,352 ", 0 
 143 , MOZAMBIQUE ,191948.96, 0 ,169504.92, 0 ," 145,903 ", 0 ," 254,681 ", 0 ," 232,116 ", 0 ," 232,979 ", 0 , 209 , 0 , 633 , 0 ," 250,709 ", 0 ," 278,913 ", 0 ," 753,810 ", 0 ," 1,541,061 ", 1 ," 573,220 ", 0 ," 666,478 ", 0 ," 2,012,368 ", 1 ," 1,650,460 ", 0 ," 77,574 ", 0 
 144 , MYANMAR ,101776.52, 0 ,98472.88, 0 , 63 , 0 ," 264,451 ", 0 ," 544,520 ", 0 ," 767,916 ", 0 ," 199,261 ", 0 ," 224,582 ", 0 ," 677,815 ", 0 ," 580,575 ", 0 ," 845,854 ", 0 ," 691,048 ", 0 , 214 , 0 , 280 , 0 ," 650,323 ", 0 ," 554,901 ", 0 , 2 , -   
 145 , N. MARIANA IS. ,205.42, 0 ,212.81, 0 ," 25,229 ", 0 , 12 , -   ," 296,071 ", 0 ," 480,568 ", 0 ," 1,265,172 ", 1 ," 808,711 ", 0 ," 743,507 ", 0 ," 622,706 ", 0 , 190 , 0 , 105 , -   ," 37,763 ", 0 ," 154,814 ", 0 , 142 , -   , 254 , 0 ," 7,847 ", 0 
 146 , NAMIBIA ,41920.85, 0 ,30049.51, 0 , 50 , -   ," 30,757 ", 0 , 2 , -   , 36 , -   ," 473,624 ", 0 ," 708,235 ", 0 , 9 , -   , 26 , -   ," 57,848 ", 0 ," 47,070 ", 0 , 71 , -   , 231 , 0 ," 191,259 ", 0 ," 376,022 ", 0 , 0 , -   
 147 , NAURU RP ,52.67, 0 ,38.50, -   ," 987,081 ", 1 , 103 , 0 ," 30,856 ", 0 ," 132,950 ", 0 , 52 , -   , 356 , 0 ," 60,277 ", 0 ," 28,293 ", 0 , 361 , 0 , 99 , -   ," 5,046,549 ", 2 ," 7,193,922 ", 2 , 246 , 0 , 70 , -   ," 1,020,198 ", 2 
 148 , NEPAL ,715577.12, 1 ,725131.51, 1 ," 3,494,970 ", 3 ," 1,313,024 ", 1 , 1 , -   , 108 , 0 ," 66,259 ", 0 ," 48,401 ", 0 ," 1,665 ", 0 , 878 , 0 ," 5,430,054 ", 2 ," 5,071,276 ", 2 ," 4,785,837 ", 2 ," 9,372,473 ", 3 ," 6,477,320 ", 2 ," 5,827,488 ", 2 ," 4,394,521 ", 7 
 149 , NETHERLAND ,2888996.20, 3 ,3030093.80, 4 ," 23,952 ", 0 ," 4,390,732 ", 3 ," 1,680,556 ", 1 ," 2,177,023 ", 1 , 12 , -   , 4 , -   ," 3,657,979 ", 2 ," 4,262,368 ", 2 ," 6,156,453 ", 3 ," 5,919,052 ", 3 ," 14,233 ", 0 ," 22,136 ", 0 ," 17,440,918 ", 5 ," 18,526,011 ", 5 ," 1,698 ", 0 
 150 , NETHERLANDANTIL ,8633.71, 0 ,13947.06, 0 ," 7,615 ", 0 ," 18,498 ", 0 ," 5,737,256 ", 4 ," 4,874,447 ", 3 ," 2,785,910 ", 1 ," 2,555,151 ", 1 ," 3,401,704 ", 2 ," 4,034,397 ", 2 ," 21,386 ", 0 ," 21,240 ", 0 ," 8,514 ", 0 ," 14,072 ", 0 ," 24,921 ", 0 ," 17,735 ", 0 ," 1,179 ", 0 
 151 , NEUTRAL ZONE ,4.39, -   ,,," 86,785 ", 0 , 79 , 0 ," 32,736 ", 0 ," 41,618 ", 0 ," 3,864,647 ", 2 ," 3,094,180 ", 2 ," 25,539 ", 0 ," 24,848 ", 0 ," 6,162 ", 0 ," 10,798 ", 0 ," 359,877 ", 0 ," 363,374 ", 0 ," 14,801 ", 0 ," 12,756 ", 0 ," 70,157 ", 0 
 152 , NEW CALEDONIA ,2055.12, 0 ,1667.50, 0 ," 13,634 ", 0 ," 28,910 ", 0 ," 6,858 ", 0 ," 5,331 ", 0 ," 25,013 ", 0 ," 24,259 ", 0 ," 5,436 ", 0 ," 6,604 ", 0 ," 266,097 ", 0 ," 268,227 ", 0 ," 66,322 ", 0 ," 80,066 ", 0 ," 438,264 ", 0 ," 445,652 ", 0 ," 20,109 ", 0 
 153 , NEW ZEALAND ,85696.81, 0 ,121286.29, 0 ," 21,432 ", 0 ," 120,885 ", 0 ," 164,682 ", 0 ," 167,955 ", 0 ," 6,591 ", 0 ," 3,063 ", 0 ," 207,704 ", 0 ," 227,455 ", 0 ," 37,378 ", 0 ," 46,445 ", 0 ," 64,261 ", 0 ," 68,263 ", 0 ," 87,098 ", 0 ," 109,573 ", 0 ," 13,290 ", 0 
 154 , NICARAGUA ,9447.83, 0 ,10956.72, 0 ," 954,166 ", 1 ," 21,901 ", 0 ," 32,284 ", 0 ," 36,101 ", 0 ," 196,895 ", 0 ," 201,460 ", 0 ," 57,825 ", 0 ," 56,278 ", 0 ," 66,471 ", 0 ," 51,923 ", 0 ," 2,315,238 ", 1 ," 3,474,513 ", 1 ," 67,550 ", 0 ," 38,992 ", 0 ," 358,170 ", 1 
 155 , NIGER ,11834.18, 0 ,17910.11, 0 , 4 , -   ," 41,507 ", 0 ," 30,529 ", 0 ," 52,531 ", 0 ," 40,082 ", 0 ," 54,117 ", 0 ," 54,494 ", 0 ," 77,453 ", 0 ," 2,103,991 ", 1 ," 2,560,096 ", 1 , 3 , -   ,,," 4,137,400 ", 1 ," 3,030,467 ", 1 , 135 , 0 
 156 , NIGERIA ,706530.56, 1 ,668124.00, 1 , 350 , 0 ," 1,305,141 ", 1 ," 1,491,669 ", 1 ," 1,618,074 ", 1 ," 47,830 ", 0 ," 52,815 ", 0 ," 1,182,597 ", 1 ," 1,453,526 ", 1 ,,, 58 , -   , 159 , 0 , 133 , -   , 0 , -   ,,," 79,972 ", 0 
 157 , NIUE IS ,3.66, -   ,2.42, -   ," 81,593 ", 0 , 2 , -   , 20 , -   , 9 , -   ," 1,637,591 ", 1 ," 1,452,343 ", 1 , 190 , 0 , 248 , 0 , 132 , 0 , 235 , 0 ," 238,590 ", 0 ," 283,016 ", 0 , 16 , -   , 15 , -   ," 532,202 ", 1 
 158 , NORFOLK IS ,181.99, 0 ,54.74, 0 ," 492,301 ", 0 , 110 , 0 , 267 , 0 , 852 , 0 ,,, 26 , -   ," 164,248 ", 0 ," 232,316 ", 0 ," 218,668 ", 0 ," 297,398 ", 0 ," 1,743,615 ", 1 ," 2,357,250 ", 1 ," 456,533 ", 0 ," 333,573 ", 0 ," 72,125 ", 0 
 159 , NORWAY ,172119.42, 0 ,108873.43, 0 , 25 , -   ," 156,631 ", 0 ," 127,700 ", 0 ," 138,923 ", 0 , 35 , -   , 222 , 0 ," 1,826,217 ", 1 ," 1,571,938 ", 1 ," 1,566,934 ", 1 ," 1,608,081 ", 1 ," 241,471 ", 0 ," 383,119 ", 0 ," 3,589,458 ", 1 ," 3,666,504 ", 1 , 37 , 0 
 160 , OMAN ,354968.47, 0 ,490230.12, 1 ," 925,477 ", 1 ," 641,449 ", 0 ," 1,411,464 ", 1 ," 1,715,605 ", 1 ," 160,631 ", 0 ," 349,279 ", 0 ," 1,222,235 ", 1 ," 1,239,711 ", 1 ," 1,442,651 ", 1 ," 571,773 ", 0 , 156 , 0 , 79 , -   , 225 , 0 ,,," 30,703 ", 0 
 161 , PACIFIC IS ,0.01, -   ,19.72, -   , 18 , -   ," 15,861 ", 0 , 3 , -   , 11 , -   ," 1,454,776 ", 1 ," 1,440,906 ", 1 , 25 , -   , 42 , -   , 62 , -   , 38 , -   ," 112,239 ", 0 ," 258,960 ", 0 ," 501,974 ", 0 ," 986,318 ", 0 ," 11,002 ", 0 
 162 , PAKISTAN IR ,653206.80, 1 ,746102.50, 1 , 202 , 0 ," 744,827 ", 1 ," 1,123,263 ", 1 ," 1,383,234 ", 1 ," 1,135,211 ", 1 ," 1,428,653 ", 1 , 7 , -   , 6 , -   ,,, 4 , -   ," 41,624 ", 0 ," 52,119 ", 0 , 181 , -   , 121 , -   ," 30,363 ", 0 
 163 , PALAU ,99.66, 0 ,6.87, -   ," 56,515 ", 0 , 114 , 0 , 20 , -   , 17 , -   , 41 , -   , 10 , -   ," 147,647 ", 0 ," 146,295 ", 0 ," 159,282 ", 0 ," 168,958 ", 0 ," 119,165 ", 0 ," 157,245 ", 0 ," 252,443 ", 0 ," 245,307 ", 0 ," 134,294 ", 0 
 164 , PANAMA C Z ,439.19, 0 ,325.73, 0 ," 9,980 ", 0 , 219 , 0 , 395 , 0 , 219 , 0 , 42 , -   , 107 , 0 ," 24,315 ", 0 ," 27,038 ", 0 ," 34,697 ", 0 ," 39,583 ", 0 ," 564,800 ", 0 ," 669,218 ", 0 ," 68,954 ", 0 ," 58,030 ", 0 ," 354,659 ", 1 
 165 , PANAMA REPUBLIC ,55942.32, 0 ,37074.82, 0 ," 18,899 ", 0 ," 111,536 ", 0 ," 123,266 ", 0 ," 128,531 ", 0 ," 185,097 ", 0 ," 131,864 ", 0 ," 83,880 ", 0 ," 108,613 ", 0 ," 111,902 ", 0 ," 89,948 ", 0 ," 1,079,060 ", 0 ," 1,571,064 ", 0 ," 125,830 ", 0 ," 175,653 ", 0 ,,
 166 , PAPUA N GNA ,8950.52, 0 ,8357.45, 0 ," 189,980 ", 0 ," 17,007 ", 0 ," 16,221 ", 0 ," 26,826 ", 0 ," 31,856 ", 0 ," 25,721 ", 0 ," 466,829 ", 0 ," 490,373 ", 0 ," 504,025 ", 0 ," 540,859 ", 0 , 87 , -   ,,," 695,597 ", 0 ," 761,664 ", 0 ," 346,946 ", 1 
 167 , PARAGUAY ,17636.87, 0 ,17519.71, 0 ," 400,462 ", 0 ," 32,299 ", 0 ," 45,108 ", 0 ," 53,946 ", 0 ," 65,380 ", 0 ," 64,314 ", 0 ," 993,278 ", 1 ," 1,091,041 ", 1 ," 1,218,941 ", 1 ," 1,081,522 ", 0 ," 1,221,247 ", 1 ," 2,030,564 ", 1 ," 1,680,070 ", 0 ," 1,736,520 ", 0 ," 162,802 ", 0 
 168 , PERU ,139324.62, 0 ,129004.40, 0 , 121 , 0 ," 272,031 ", 0 ," 347,158 ", 0 ," 376,605 ", 0 ," 502,214 ", 0 ," 459,578 ", 0 , 35 , -   , 4 , -   , 9 , -   , 17 , -   ," 622,313 ", 0 ," 887,461 ", 0 , 0 , -   , 1 , -   ," 15,679 ", 0 
 169 , PHILIPPINES ,337935.11, 0 ,354650.05, 0 ," 302,942 ", 0 ," 476,322 ", 0 ," 646,549 ", 0 ," 861,018 ", 0 ," 853,140 ", 0 ," 887,191 ", 1 ," 803,030 ", 0 ," 993,439 ", 1 ," 1,100,446 ", 0 ," 1,096,714 ", 0 ," 115,422 ", 0 ," 207,758 ", 0 ," 1,862,285 ", 1 ," 2,016,668 ", 1 ," 235,747 ", 0 
 170 , PITCAIRN IS. ,12.57, -   ,,," 239,503 ", 0 , 27 , -   , 4 , -   , 36 , -   ," 642,000 ", 0 ," 671,842 ", 0 ," 448,955 ", 0 ," 481,760 ", 0 ," 519,455 ", 0 ," 528,350 ", 0 ," 950,405 ", 0 ," 1,370,326 ", 0 ," 808,834 ", 0 ," 980,219 ", 0 ," 7,458 ", 0 
 171 , POLAND ,234698.64, 0 ,199041.83, 0 ," 29,497 ", 0 ," 376,889 ", 0 ," 441,237 ", 0 ," 604,016 ", 0 ," 388,730 ", 0 ," 386,608 ", 0 ," 70,891 ", 0 ," 50,304 ", 0 ," 97,078 ", 0 ," 96,521 ", 0 ," 32,509 ", 0 ," 43,731 ", 0 ," 213,853 ", 0 ," 116,240 ", 0 ," 137,182 ", 0 
 172 , PORTUGAL ,199195.84, 0 ,176883.87, 0 ," 170,914 ", 0 ," 250,162 ", 0 ," 287,387 ", 0 ," 380,860 ", 0 ," 60,755 ", 0 ," 75,548 ", 0 ," 526,164 ", 0 ," 948,772 ", 0 ," 1,124,422 ", 0 ," 899,530 ", 0 ," 274,662 ", 0 ," 441,558 ", 0 ," 1,580,100 ", 0 ," 1,407,973 ", 0 ," 693,195 ", 1 
 173 , PUERTO RICO ,30438.24, 0 ,41607.61, 0 ," 17,398 ", 0 ," 49,572 ", 0 ," 57,991 ", 0 ," 55,048 ", 0 ," 644,294 ", 0 ," 589,913 ", 0 ," 27,588 ", 0 ," 29,899 ", 0 ," 32,935 ", 0 ," 28,469 ", 0 ," 1,964,970 ", 1 ," 2,423,280 ", 1 ," 38,017 ", 0 ," 37,523 ", 0 ," 16,794 ", 0 
 174 , QATAR ,307192.44, 0 ,255943.18, 0 ," 194,208 ", 0 ," 394,933 ", 0 ," 374,634 ", 0 ," 591,120 ", 0 ," 29,796 ", 0 ," 27,947 ", 0 ," 172,604 ", 0 ," 257,166 ", 0 ," 300,784 ", 0 ," 259,628 ", 0 ," 99,473 ", 0 ," 95,365 ", 0 ," 597,024 ", 0 ," 1,472,750 ", 0 ,,
 175 , REUNION ,17487.09, 0 ,16214.99, 0 ," 770,614 ", 1 ," 23,047 ", 0 ," 26,607 ", 0 ," 31,794 ", 0 ," 255,369 ", 0 ," 167,570 ", 0 ," 1,298,532 ", 1 ," 1,362,202 ", 1 ," 1,672,679 ", 1 ," 2,139,988 ", 1 , 28 , -   , 11 , -   ," 2,546,270 ", 1 ," 3,528,804 ", 1 , 238 , 0 
 176 , ROMANIA ,228655.44, 0 ,157495.59, 0 ," 14,740 ", 0 ," 128,461 ", 0 ," 154,176 ", 0 ," 173,074 ", 0 ," 1,282,356 ", 1 ," 1,040,894 ", 1 ," 59,033 ", 0 ," 58,406 ", 0 ," 101,883 ", 0 ," 87,822 ", 0 ," 2,000 ", 0 ," 1,044 ", 0 ," 115,460 ", 0 ," 110,470 ", 0 , 172 , 0 
 177 , RUSSIA ,495824.21, 1 ,463720.99, 1 , 1 , -   ," 854,690 ", 1 ," 1,249,286 ", 1 ," 1,282,879 ", 1 ," 91,274 ", 0 ," 68,977 ", 0 , 2 , -   , 8 , -   , 2 , -   , 2 , -   , 189 , 0 , 214 , 0 , 24 , -   , 55 , -   , 51 , 0 
 178 , RWANDA ,13672.29, 0 ,12523.63, 0 , 694 , 0 ," 23,186 ", 0 ," 42,350 ", 0 ," 53,083 ", 0 , 17 , -   , 1 , -   ," 1,187 ", 0 ," 1,548 ", 0 ," 1,815 ", 0 ," 2,979 ", 0 ," 1,448 ", 0 ," 1,545 ", 0 , 981 , 0 ," 1,591 ", 0 ," 1,733,668 ", 3 
 179 , SAHARWI A.DM RP ,27.77, -   ,8392.61, 0 , 476 , 0 , 73 , -   ,,, 0 , -   ," 1,514 ", 0 ," 1,461 ", 0 , 153 , 0 , 89 , -   , 107 , -   , 171 , 0 ," 4,335,889 ", 2 ," 6,531,014 ", 2 , 373 , 0 , 430 , 0 ," 143,098 ", 0 
 180 , SAMOA ,317.69, 0 ,676.76, 0 ," 2,129,607 ", 2 ," 1,048 ", 0 ," 1,085 ", 0 ," 2,643 ", 0 , 28 , -   , 173 , 0 , 620 , 0 , 574 , 0 , 827 , 0 ," 1,061 ", 0 ," 515,979 ", 0 ," 710,870 ", 0 ," 1,218 ", 0 ," 1,268 ", 0 ," 14,512 ", 0 
 181 , SAO TOME ,459.77, 0 ,579.68, 0 ," 95,672 ", 0 , 367 , 0 ,,, 0 , -   , 895 , 0 , 609 , 0 ," 3,425,390 ", 2 ," 3,486,798 ", 2 ," 3,885,424 ", 2 ," 4,426,686 ", 2 ," 67,368 ", 0 ," 67,003 ", 0 ," 8,627,137 ", 2 ," 9,574,899 ", 3 ," 10,483 ", 0 
 182 , SAUDI ARAB ,2294014.13, 3 ,1855230.35, 2 ," 12,295 ", 0 ," 2,720,820 ", 2 , 488 , 0 , 559 , 0 ," 6,802,968 ", 4 ," 4,171,203 ", 2 ," 424,647 ", 0 ," 466,841 ", 0 ," 446,081 ", 0 ," 338,825 ", 0 ," 40,949 ", 0 ," 33,525 ", 0 ," 911,453 ", 0 ," 776,052 ", 0 ," 48,860 ", 0 
 183 , SENEGAL ,66069.08, 0 ,89332.24, 0 ," 24,655 ", 0 ," 178,242 ", 0 ," 5,324,443 ", 3 ," 7,386,394 ", 4 ," 317,316 ", 0 ," 366,106 ", 0 ," 33,563 ", 0 ," 38,055 ", 0 ," 50,658 ", 0 ," 59,371 ", 0 ," 112,386 ", 0 ," 133,152 ", 0 ," 66,415 ", 0 ," 88,482 ", 0 ," 2,160,750 ", 3 
 184 , SEYCHELLES ,41355.12, 0 ,9504.44, 0 ," 4,473,173 ", 4 ," 16,675 ", 0 ," 267,322 ", 0 ," 258,007 ", 0 ," 25,865 ", 0 ," 28,298 ", 0 ," 24,110 ", 0 ," 27,126 ", 0 ," 58,633 ", 0 ," 47,969 ", 0 ," 6,438,217 ", 3 ," 8,301,295 ", 3 ," 52,145 ", 0 ," 63,089 ", 0 , 401 , 0 
 185 , SIERRA LEONE ,21858.39, 0 ,17700.98, 0 ," 27,087 ", 0 ," 41,642 ", 0 ,,," 19,295 ", 0 ," 19,871 ", 0 ," 22,440 ", 0 ," 62,807 ", 0 ," 60,220 ", 0 ," 78,316 ", 0 ," 81,643 ", 0 , 1 , -   , 69 , -   ," 191,421 ", 0 ," 221,577 ", 0 ," 33,982 ", 0 
 186 , SINGAPORE ,3775688.18, 4 ,3594829.70, 4 ," 85,230 ", 0 ," 8,036,300 ", 5 ," 21,111 ", 0 ," 30,852 ", 0 ," 49,268 ", 0 ," 59,457 ", 0 ," 6,411,509 ", 3 ," 6,578,931 ", 3 ," 8,094,225 ", 4 ," 6,302,692 ", 3 ," 115,333 ", 0 ," 127,544 ", 0 ," 9,618,496 ", 3 ," 11,939,242 ", 3 ," 80,368 ", 0 
 187 , SLOVAK REP ,16430.93, 0 ,16889.40, 0 , 518 , 0 ," 45,325 ", 0 ," 100,327 ", 0 ," 60,137 ", 0 ," 5,985,398 ", 3 ," 5,053,132 ", 3 , 1 , -   , 5 , -   ,,, 56 , -   ," 262,527 ", 0 ," 368,869 ", 0 , 9 , -   , 375 , 0 , 706 , 0 
